ID,Filename,spk_code,spk_age,spk_age_c,spk_sex,rec_date,rec_date_c,genre,genre_stim,gloss,transl,sound_quality,background_noise,word_tokens,extended,Glottocode
bora1263_T036,doreco_bora1263_wakyu_cant_1,MM/LIR,52/na,certain/na,m/m,2005-01-26,certain,traditional narrative,na,all,Spanish/English,medium,constant,102,yes,bora1263
bora1263_T037,doreco_bora1263_wakyu_hist,MM,52,certain,m,2005-01-23,certain,procedural,na,all,Spanish,medium,constant,991,yes,bora1263
bora1263_T001,doreco_bora1263_aakityeAC1,AC,55,approximate,m,2008-03-19,certain,personal narrative,na,all,Spanish,medium,constant,153,yes,bora1263
cash1254_T001,doreco_cash1254_GN_Yube_xenidan,GN,48,certain,m,2006-06-11,certain,traditional narrative,na,break/gloss,English/Portuguese,good,constant,3959,no,cash1254
cash1254_T002,doreco_cash1254_JC_Heu_yuxibu,JC,58,certain,m,2006-06-09,certain,traditional narrative,na,break/gloss,English/Portuguese,good,constant,639,no,cash1254
cash1254_T003,doreco_cash1254_MB_Autobiography,MB,65,certain,m,2006-06-17,certain,personal narrative,na,break/gloss,English/Portuguese,good,constant,5445,no,cash1254
dolg1241_T001,doreco_dolg1241_AnIM_2009_Argish_nar,AnIM,49,certain,f,2009,certain,personal narrative,,all,English/German/Russian,good,none,251,no,dolg1241
dolg1241_T002,doreco_dolg1241_AnIM_2009_Pear_nar,AnIM,49,certain,f,2009,certain,stimulus retelling,pear story,all,English/German/Russian,good,none,217,no,dolg1241
dolg1241_T003,doreco_dolg1241_AnMS_1972_GoodSovietTimes_nar,AnMS,60,approximate,m,1972,certain,personal narrative,,all,English/German/Russian,medium,none,592,no,dolg1241
dolg1241_T004,doreco_dolg1241_BeAM_199X_HumanInLandOfDeath_flk,BeAM,80,approximate,f,1990,approximate,traditional narrative,,all,English/German/Russian,good,none,1903,no,dolg1241
dolg1241_T005,doreco_dolg1241_BeES_1997_HistoryOfKatyryk_nar,BeES,62,certain,f,1997,certain,personal narrative,,all,English/German/Russian,bad,none,1538,no,dolg1241
dolg1241_T006,doreco_dolg1241_BeES_2010_HidePreparation_nar,BeES,75,certain,f,2010,certain,personal narrative,,all,English/German/Russian,good,none,773,no,dolg1241
dolg1241_T007,doreco_dolg1241_KiMN_1975_ReindeerHerding_nar,KiMN,60,certain,m,1975,certain,personal narrative,,all,English/German/Russian,bad,none,911,no,dolg1241
dolg1241_T008,doreco_dolg1241_KiMN_19900417_Milkmaid_flk,KiMN,75,certain,m,1990,certain,traditional narrative,,all,English/German/Russian,medium,none,1809,no,dolg1241
dolg1241_T009,doreco_dolg1241_SuAA_20XX_Birth_nar,SuAA,65,approximate,f,2000,approximate,personal narrative,,all,English/German/Russian,good,none,784,no,dolg1241
dolg1241_T010,doreco_dolg1241_KuDP_2009_Fire_nar,KuDP,9,certain,f,2009,certain,personal narrative,,all,English/German/Russian,good,none,146,yes,dolg1241
dolg1241_T011,doreco_dolg1241_ChVD_AkEE_198204_SoldierInWar_nar,ChVD,58,certain,m,1982,certain,personal narrative,,all,English/German/Russian,medium,none,969,yes,dolg1241
dolg1241_T012,doreco_dolg1241_ErTS_AkPG_1994_AAPopov_nar,ErTS,63,certain,f,1994,certain,personal narrative,,all,English/German/Russian,medium,none,1245,yes,dolg1241
dolg1241_T013,doreco_dolg1241_AnKA_2009_Games_nar,Anka,10,approximate,f,2009,certain,personal narrative,,all,English/German/Russian,good,some,106,yes,dolg1241
dolg1241_T014,doreco_dolg1241_KiPP_2009_Syndassko_nar,KiPP,77,certain,f,2009,certain,personal narrative,,all,English/German/Russian,good,none,696,yes,dolg1241
dolg1241_T015,doreco_dolg1241_KiPP_KuNS_2002_LegendOfBegichev_nar,KiPP/KuNS,72/35,certain/approximate,f/f,2002,certain,conversation,,all,English/German/Russian,good,none,652,yes,dolg1241
dolg1241_T016,doreco_dolg1241_KuDP_2009_Hare_nar,KuDP,9,certain,f,2009,certain,personal narrative,,all,English/German/Russian,good,some,281,yes,dolg1241
dolg1241_T017,doreco_dolg1241_MiPP_1996_OldManButterfly_flk,MiPP,60,approximate,m,1996,certain,traditional narrative,,all,English/German/Russian,medium,none,769,yes,dolg1241
dolg1241_T018,doreco_dolg1241_NaLE_2002_StonyBone_flk,NaLE,63,certain,f,2002,certain,traditional narrative,,all,English/German/Russian,good,none,456,yes,dolg1241
dolg1241_T019,doreco_dolg1241_PoNA_AkPG_1994_MPXarlampiev_nar,PoNA/AkPG,na/na,na/na,na/na,1994,certain,conversation,,all,English/German/Russian,good,some,1272,yes,dolg1241
dolg1241_T020,doreco_dolg1241_PoTY_2009_Aku_nar,PoTY,42,certain,f,2009,certain,personal narrative,,all,English/German/Russian,medium,some,1001,yes,dolg1241
dolg1241_T021,doreco_dolg1241_PoXN_19701118_Chopochuka_flk,PoXN,55,approximate,f,1970,certain,traditional narrative,,all,English/German/Russian,good,none,725,yes,dolg1241
dolg1241_T022,doreco_dolg1241_SuAA_20XX_NameGiving_nar,SuAA,65,approximate,f,2000,approximate,personal narrative,,all,English/German/Russian,medium,none,232,yes,dolg1241
dolg1241_T023,doreco_dolg1241_UkET_19940424_OldWomanTaal_flk,UkET,56,certain,f,1994,certain,traditional narrative,,all,English/German/Russian,good,none,401,yes,dolg1241
dolg1241_T024,doreco_dolg1241_UkET_2002_FoxJayBuzzard_flk,UkET,64,certain,f,2002,certain,traditional narrative,,all,English/German/Russian,bad,none,672,yes,dolg1241
dolg1241_T025,doreco_dolg1241_UkOA_2010_Festival_nar,UkOA,51,certain,m,2010,certain,personal narrative,,all,English/German/Russian,good,none,565,yes,dolg1241
even1259_T001,doreco_even1259_2006_Ozero_Bolshoe_Sovetskoe_Saygotin_LO2,VNS,47,certain,m,2006,certain,personal narrative,na,all,Russian,medium,punctual,145,no,even1259
even1259_T002,doreco_even1259_2006_Ozero_Bolshoe_Sovetskoe_Saygotin_LO3,VNS,47,certain,m,2006,certain,personal narrative,na,all,Russian,medium,punctual,120,no,even1259
even1259_T003,doreco_even1259_2006_Ozero_Bolshoe_Sovetskoe_Saygotin_LR,VNS,47,certain,m,2006,certain,personal narrative,na,all,Russian,bad,constant,185,no,even1259
even1259_T004,doreco_even1259_2006_Ozero_Podvalnoe_Buneeva_LR,RIB,49,certain,f,2006,certain,personal narrative,na,all,Russian,medium,punctual,90,no,even1259
even1259_T004,doreco_even1259_2007_Chirinda_Eldogir_Valentina_FM1,VKY,53,certain,f,2007,certain,traditional narrative,na,all,Russian,good,punctual,335,no,even1259
even1259_T006,doreco_even1259_2007_Chirinda_Eldogir_Valentina_FSk9,VKY,53,certain,f,2007,certain,traditional narrative,na,all,Russian,medium,none,603,no,even1259
even1259_T007,doreco_even1259_2007_Chirinda_Eldogir_Valentina_FSk10,VKY,53,certain,f,2007,certain,traditional narrative,,all,Russian,good,none,457,no,even1259
even1259_T008,doreco_even1259_2007_Chirinda_Khutokogir_Dmitriy_LF_L,DMK,54,certain,m,2007,certain,personal narrative,na,all,Russian,good,none,149,no,even1259
even1259_T009,doreco_even1259_2007_Ekonda_Khutokogir_Grigoriy_LAv,GNK,75,certain,m,2007,certain,personal narrative,na,all,Russian,bad,punctual,486,no,even1259
even1259_T010,doreco_even1259_2007_Ekonda_Pankagir_LAv,AIP,50,certain,m,2007,certain,personal narrative,na,all,Russian,medium,punctual,449,no,even1259
even1259_T011,doreco_even1259_2007_Ekonda_Udygir_Viktor_FSk3,VNU,62,certain,m,2007,certain,traditional narrative,na,all,Russian,good,punctual,518,no,even1259
even1259_T012,doreco_even1259_2007_Mutoray_Dmitriev_LO1,AVN,42,certain,m,2007,certain,personal narrative,na,all,Russian,medium,punctual,131,no,even1259
even1259_T013,doreco_even1259_2007_Strelka_Andreeva_LR1,SMA,66,certain,f,2007,certain,personal narrative,na,all,Russian,medium,punctual,289,no,even1259
even1259_T014,doreco_even1259_2007_Strelka_Andreeva_LR6_1_F,SMA,66,certain,f,2007,certain,personal narrative,na,all,Russian,medium,punctual,369,no,even1259
even1259_T015,doreco_even1259_2008_Kislokan_Udygir_Valentina_LAv,VIU,61,certain,f,2008,certain,personal narrative,na,all,Russian,good,punctual,112,no,even1259
even1259_T016,doreco_even1259_2008_Kislokan_Udygir_Valentina_LR1,VIU,61,certain,f,2008,certain,personal narrative,na,all,Russian,good,punctual,254,no,even1259
even1259_T017,doreco_even1259_2008_Kislokan_Udygir_Valentina_LR2,VIU,61,certain,f,2008,certain,personal narrative,na,all,Russian,medium,punctual,134,no,even1259
even1259_T018,doreco_even1259_2008_Tura_Lapuko_FB,GKL,70,certain,m,2008,certain,personal narrative,na,all,Russian,good,punctual,78,no,even1259
even1259_T019,doreco_even1259_2008_Tura_Lapuko_FB_2,GKL,70,certain,m,2008,certain,personal narrative,na,all,Russian,medium,punctual,111,no,even1259
even1259_T020,doreco_even1259_2008_Tutonchany_Bondareva_LR1,SDB,49,certain,f,2008,certain,personal narrative,na,all,Russian,good,punctual,188,no,even1259
even1259_T021,doreco_even1259_2008_Tutonchany_Khukochar_Danil_LR,DAK,53,certain,m,2008,certain,personal narrative,na,all,Russian,bad,punctual,154,no,even1259
even1259_T022,doreco_even1259_2008_Tutonchany_Khukochar_Maksim_LR,MDK,19,certain,m,2008,certain,conversation,na,all,Russian,good,none,72,no,even1259
even1259_T023,doreco_even1259_2008_Tutonchany_Lapushkina_LAv2,MDL,72,certain,f,2008,certain,personal narrative,na,all,Russian,good,none,64,no,even1259
even1259_T024,doreco_even1259_2009_Sym_Boyarin_Georgiy_LR4_1,GPB,55,certain,m,2009,certain,personal narrative,na,all,Russian,bad,punctual,99,no,even1259
even1259_T025,doreco_even1259_2011_Hantayskoye_Ozero_Chemprogir_Antonina_Dmitriyevna_LB1,ADC,69,certain,f,2011,certain,personal narrative,na,all,Russian,medium,punctual,271,no,even1259
even1259_T026,doreco_even1259_2011_Hantayskoye_Ozero_Turskaya_Minna_Dmitriyevna_FB2,MDT,60,certain,f,2011,certain,personal narrative,na,all,Russian,good,none,161,no,even1259
even1259_T027,doreco_even1259_2011_Hantayskoye_Ozero_Turskaya_Minna_Dmitriyevna_L,MDT,60,certain,f,2011,certain,personal narrative,na,all,Russian,medium,none,168,no,even1259
even1259_T028,doreco_even1259_2011_Hantayskoye_Ozero_Turskaya_Minna_Dmitriyevna_LR1,MDT,60,certain,f,2011,certain,personal narrative,na,all,Russian,good,none,71,no,even1259
even1259_T029,doreco_even1259_2011_Hantayskoye_Ozero_Yeryomina_Lyubov_LR,LAY,71,certain,f,2011,certain,personal narrative,na,all,Russian,medium,punctual,597,no,even1259
even1259_T030,doreco_even1259_2011_Potapovo_Bogdanova_Tamara_Andreevna_FM1,TAB,56,certain,f,2011,certain,personal narrative,na,all,Russian,medium,punctual,398,no,even1259
even1259_T031,doreco_even1259_2014_Yukta_UdygirVP_LO,VPU,63,certain,m,2014,certain,personal narrative,na,all,Russian,medium,punctual,201,no,even1259
even1259_T032,doreco_even1259_2014_Yukta_UdygirVP3,VPU,63,certain,m,2014,certain,personal narrative,na,all,Russian,medium,punctual,128,no,even1259
even1259_T033,doreco_even1259_2016_Yerbogachyon_MongoPI_LR7,PIM,72,certain,m,2016,certain,personal narrative,na,all,Russian,medium,punctual,150,no,even1259
even1259_T034,doreco_even1259_2016_Yerbogachyon_TsurkanII_LB1,IIT,65,certain,f,2016,certain,personal narrative,na,all,Russian,good,none,249,no,even1259
even1259_T035,doreco_even1259_2016_Yerbogachyon_TsurkanII_LF_1,IIT,65,certain,f,2016,certain,personal narrative,na,all,Russian,medium,punctual,183,no,even1259
even1259_T036,doreco_even1259_2016_Yerbogachyon_TsurkanII_LR2,IIT,65,certain,f,2016,certain,personal narrative,na,all,Russian,medium,punctual,146,no,even1259
goem1240_T001,doreco_goem1240_YouthA,A/N,65/60,approximate/approximate,m/m,2000-09-26,certain,conversation,na,all,English,medium,punctual,1256,no,goem1240
goem1240_T005,doreco_goem1240_QuestA,J/M,23/17,certain/certain,m/m,2000-11-01,certain,conversation,na,all,English,medium,punctual,619,no,goem1240
goem1240_T011,doreco_goem1240_Duus,J,23,certain,m,2000-11-23,certain,traditional narrative,na,all,English,good,punctual,730,no,goem1240
goem1240_T012,doreco_goem1240_FuanUu,J,23,certain,m,2000-11-29,certain,traditional narrative,na,all,English,good,punctual,949,no,goem1240
goem1240_T013,doreco_goem1240_Goesem,J,23,certain,m,2000-11-29,certain,traditional narrative,na,all,English,good,punctual,619,no,goem1240
goem1240_T015,doreco_goem1240_Musu,J,23,certain,m,2000-11-29,certain,traditional narrative,na,all,English,medium,punctual,249,no,goem1240
goem1240_T016,doreco_goem1240_Naan,J,23,certain,m,2000-12-01,certain,traditional narrative,na,all,English,good,punctual,929,no,goem1240
goem1240_T017,doreco_goem1240_Kur,A,65,approximate,m,1999,approximate,traditional narrative,na,all,English,good,punctual,1114,no,goem1240
goem1240_T020,doreco_goem1240_La,D,51,certain,m,1999,approximate,traditional narrative,na,all,English,medium,punctual,929,no,goem1240
goem1240_T021,doreco_goem1240_Ligya,D,51,certain,m,1999-02-12,certain,traditional narrative,na,all,English,medium,punctual,976,no,goem1240
goem1240_T023,doreco_goem1240_MatWo,D,51,certain,m,1999-02-04,certain,traditional narrative,na,all,English,medium,constant,970,no,goem1240
goem1240_T002,doreco_goem1240_c00ANyouth2,N/A,60/65,approximate/approximate,m/m,2000-09-26,certain,conversation,na,all,English,medium,punctual,843,yes,goem1240
goem1240_T003,doreco_goem1240_c00ANyouth3,N/A,60/65,approximate/approximate,m/m,2000-09-26,certain,conversation,na,all,English,medium,punctual,1751,yes,goem1240
goem1240_T004,doreco_goem1240_c00ANyouth4,N/A,60/65,approximate/approximate,m/m,2000-09-26,certain,conversation,na,all,English,medium,punctual,2128,yes,goem1240
goem1240_T006,doreco_goem1240_c00JMquest2,J/M,23/17,certain/certain,m/m,2000-11-01,certain,conversation,na,all,English,good,punctual,577,yes,goem1240
goem1240_T007,doreco_goem1240_c00JMquest3,J/M,23/17,certain/certain,m/m,2000-11-01,certain,conversation,na,all,English,good,punctual,817,yes,goem1240
goem1240_T008,doreco_goem1240_c00JMquest4,J/M,23/17,certain/certain,m/m,2000-11-01,certain,conversation,na,all,English,good,punctual,1103,yes,goem1240
goem1240_T009,doreco_goem1240_c00JMquest5,J/M,23/17,certain/certain,m/m,2000-11-01,certain,conversation,na,all,English,good,punctual,904,yes,goem1240
goem1240_T010,doreco_goem1240_c00JMquest6,J/M,23/17,certain/certain,m/m,2000-11-01,certain,conversation,na,all,English,good,punctual,691,yes,goem1240
goem1240_T014,doreco_goem1240_f00Jkabal,J,23,certain,m,2000-11-29,certain,traditional narrative,na,all,English,good,none,361,yes,goem1240
goem1240_T018,doreco_goem1240_f99Angoegan,A,65,approximate,m,1999,approximate,traditional narrative,na,all,English,medium,punctual,683,yes,goem1240
goem1240_T019,doreco_goem1240_f99Atyaklang,A,65,approximate,m,1999,approximate,traditional narrative,na,all,English,medium,constant,556,yes,goem1240
goem1240_T022,doreco_goem1240_f99Dliit,D,51,certain,m,1999-02-10,certain,traditional narrative,na,all,English,good,punctual,1413,yes,goem1240
goem1240_T024,doreco_goem1240_f99Dpaap,D,51,certain,m,1999-02-09,certain,traditional narrative,na,all,English,good,punctual,553,yes,goem1240
goem1240_T025,doreco_goem1240_f99Dreep,D,51,certain,m,1999-02-08,certain,traditional narrative,na,all,English,medium,punctual,1226,yes,goem1240
goem1240_T026,doreco_goem1240_f99Dshoom,D,51,certain,m,1999-01-13,certain,traditional narrative,na,all,English,good,punctual,518,yes,goem1240
goem1240_T027,doreco_goem1240_f99Ogoelong,O,60,approximate,f,1999,approximate,traditional narrative,na,all,English,good,none,1840,yes,goem1240
goro1270_T001,doreco_goro1270_20131027_20150725c,RL,69,certain,f,2013-10-27,certain,personal narrative,na,break/gloss,Swahili/English,medium,none,1225,no,goro1270
goro1270_T002,doreco_goro1270_20131108b_20150725j,RL,69,certain,f,2013-11-08,certain,traditional narrative,na,break/gloss,Swahili/English,medium,none,1075,no,goro1270
goro1270_T005,doreco_goro1270_20150808a,TD,17,certain,m,2015-08-08,certain,personal narrative,na,break/gloss,Swahili/English,medium,punctual,649,no,goro1270
goro1270_T006,doreco_goro1270_20150817d,SJ/HJ,19/22,certain/certain,m/m,2015-08-17,certain,conversation,stimulus tools,break/gloss,Swahili/English,good,punctual,2517,no,goro1270
goro1270_T007,doreco_goro1270_20150818a,JS/RL,76/71,certain/certain,m/f,2015-08-18,certain,conversation,stimulus tools,break/gloss,Swahili/English,medium,punctual,664,no,goro1270
goro1270_T011,doreco_goro1270_20151125k,BQ,95,certain,m,2015-11-25,certain,conversation,na,all,English,medium,punctual,878,no,goro1270
goro1270_T012,doreco_goro1270_20151202d,BS,61,certain,m,2015-12-02,certain,traditional narrative,na,all,English,medium,punctual,1521,no,goro1270
goro1270_T013,doreco_goro1270_20151202e,BS,61,certain,m,2015-12-02,certain,traditional narrative,na,all,English,good,none,1033,no,goro1270
goro1270_T014,doreco_goro1270_20151223b,BS/PB,61/23,certain/certain,m/m,2015-12-23,certain,conversation,na,all,English,medium,constant,1112,no,goro1270
goro1270_T015,doreco_goro1270_20160219h,BT/AG,97/95,certain/certain,m/m,2016-02-19,certain,conversation,na,all,English,medium,none,357,yes,goro1270
goro1270_T004,doreco_goro1270_20150726d,SY/RL,12/71,certain/certain,m/f,2015-07-26,certain,conversation,na,all,English,medium,punctual,783,yes,goro1270
goro1270_T008,doreco_goro1270_20151021c,BS/PB,61/23,certain/certain,m/m,2015-10-21,certain,conversation,stimulus tools,all,English,bad,punctual,2242,yes,goro1270
goro1270_T009,doreco_goro1270_20151125i,BQ/BS,95/61,certain/certain,m/m,2015-11-25,certain,conversation,na,all,English,medium,none,2754,yes,goro1270
goro1270_T010,doreco_goro1270_20151125j,BQ/BS,95/61,certain/certain,m/m,2015-11-25,certain,conversation,na,all,English,medium,none,2878,yes,goro1270
jeha1242_T001,doreco_jeha1242_Blan_route_retell_DP_25Feb12,DP,62,approximate,m,2012-02-25,certain,personal narrative,na,break/gloss,English,medium,punctual,712,no,jeha1242
jeha1242_T002,doreco_jeha1242_NarrLandscape1,CP,58,approximate,m,2002-11-16,certain,personal narrative,na,none,English,medium,punctual,670,no,jeha1242
jeha1242_T003,doreco_jeha1242_NarrLandscape2,CP,58,approximate,m,2002-11-16,certain,personal narrative,na,none,English,medium,punctual,2398,no,jeha1242
jeha1242_T004,doreco_jeha1242_NarrMem4,DP,55,approximate,m,2005-07-09,certain,personal narrative,na,break/gloss,English,medium,constant,377,no,jeha1242
jeha1242_T005,doreco_jeha1242_NarrMem7,CP,55,approximate,m,2000,approximate,personal narrative,na,break/gloss,English,medium,constant,287,no,jeha1242
jeha1242_T006,doreco_jeha1242_NarrMem9,CP,55,approximate,m,2000,approximate,personal narrative,na,break/gloss,English,medium,constant,383,no,jeha1242
jeha1242_T007,doreco_jeha1242_NarrMem10,CP,55,approximate,m,2000,approximate,personal narrative,na,break/gloss,English,medium,constant,1370,no,jeha1242
jeha1242_T008,doreco_jeha1242_NarrTrad1,CW,62,approximate,f,2007-03-29,certain,traditional narrative,na,break/gloss,English,medium,constant,659,no,jeha1242
jeha1242_T009,doreco_jeha1242_PoisonMyth,CP,62,approximate,m,2006-03-17,certain,traditional narrative,na,break/gloss,English,bad,constant,474,no,jeha1242
jeju1234_T001,doreco_jeju1234_jeju0045,GOH1,70,approximate,f,2015-08-13,certain,conversation,na,all,Korean/English,medium,punctual,1657,no,jeju1234
jeju1234_T002,doreco_jeju1234_jeju0052-03,HJG1,60,approximate,m,2015-08-15,certain,stimulus retelling,frog story,all,English,good,punctual,726,no,jeju1234
jeju1234_T003,doreco_jeju1234_jeju0060-05,HSH1,80,approximate,f,2015-08-20,certain,stimulus retelling,pear story,all,Korean/English,medium,punctual,477,no,jeju1234
jeju1234_T004,doreco_jeju1234_jeju0063-01-02,YSH1,90,approximate,f,2015-08-21,certain,stimulus retelling,pear story,all,Korean/English,bad,constant,633,no,jeju1234
jeju1234_T005,doreco_jeju1234_jeju0085-02-04,HSH1,80,approximate,f,2015-07-14,certain,conversation,na,all,Korean/English,medium,punctual,1624,no,jeju1234
jeju1234_T006,doreco_jeju1234_jeju0085-05,HSH1,80,approximate,f,2015-07-14,certain,conversation,na,all,Korean/English,medium,punctual,1000,no,jeju1234
jeju1234_T007,doreco_jeju1234_jeju0157-01,HYJ1,80,approximate,f,2015-12-21,certain,conversation,na,all,Korean/English,medium,punctual,472,no,jeju1234
jeju1234_T008,doreco_jeju1234_jeju0168-01,HYJ1,80,approximate,f,2015-12-25,certain,conversation,na,all,Korean/English,medium,punctual,683,no,jeju1234
kaka1265_T008,doreco_kaka1265_kke-c_2013-12-08_BK_narr,BK,25,approximate,f,2013-12-08,certain,personal narrative,na,all,English,medium,none,958,no,kaka1265
kaka1265_T009,doreco_kaka1265_kke-c_2013-12-08_ST_narr,ST,30,approximate,m,2013-12-08,certain,personal narrative,na,all,English,medium,none,331,no,kaka1265
kaka1265_T016,doreco_kaka1265_kke-c_2013-12-27_AK-narr-1,AK,30,approximate,m,2013-12-27,certain,traditional narrative,na,all,English,good,none,496,no,kaka1265
kaka1265_T017,doreco_kaka1265_kke-c_2013-12-27_AK-narr-2,UK,30,approximate,m,2013-12-27,certain,traditional narrative,na,all,English,good,none,1360,no,kaka1265
kaka1265_T018,doreco_kaka1265_kke-c_2013-12-27_AK-narr-3,AK,30,approximate,m,2013-12-27,certain,traditional narrative,na,all,English,good,none,2376,no,kaka1265
kaka1265_T019,doreco_kaka1265_kke-c_2015-01-24_narr-1,AK,30,approximate,m,2015-01-24,certain,traditional narrative,na,all,English,good,none,1338,no,kaka1265
kaka1265_T020,doreco_kaka1265_kke-c_2015-02-03_narr-1,AK,30,approximate,m,2015-02-03,certain,personal narrative,na,all,English,good,none,747,no,kaka1265
kaka1265_T021,doreco_kaka1265_kke-c_2015-02-03_narr-2,AK,30,approximate,m,2015-02-03,certain,personal narrative,na,all,English,good,none,1333,no,kaka1265
kaka1265_T022,doreco_kaka1265_kke-c_2015-02-03_narr-3,AK,30,approximate,m,2015-02-03,certain,traditional narrative,na,all,English,good,none,586,no,kaka1265
kaka1265_T001,doreco_kaka1265_kke-c_2013-12-07_talk-01,MK/BK,35/25,approximate,m/m,2013-12-07,certain,conversation,na,all,English,medium,punctual,4851,yes,kaka1265
kaka1265_T002,doreco_kaka1265_kke-c_2013-12-07_talk-02,MK/NumK,35/30,approximate,m/f,2013-12-07,certain,conversation,na,all,English,medium,punctual,3135,yes,kaka1265
kaka1265_T003,doreco_kaka1265_kke-c_2013-12-07_talk-03,MK/NumK,35/30,approximate,m/f,2013-12-07,certain,conversation,na,all,English,medium,punctual,3392,yes,kaka1265
kaka1265_T004,doreco_kaka1265_kke-c_2013-12-07_talk-04,MK/BilK,35/25,approximate,m/m,2013-12-07,certain,conversation,na,all,English,medium,punctual,2345,yes,kaka1265
kaka1265_T005,doreco_kaka1265_kke-c_2013-12-07_talk-05,MK/AlfM,35/18,approximate,m/m,2013-12-07,certain,conversation,na,all,English,medium,punctual,3626,yes,kaka1265
kaka1265_T006,doreco_kaka1265_kke-c_2013-12-07_talk-06,AlfM/MK,18/35,approximate,m/m,2013-12-07,certain,conversation,na,all,English,medium,punctual,378,yes,kaka1265
kaka1265_T007,doreco_kaka1265_kke-c_2013-12-07_talk-07,MK/KerS,35/25,approximate,m/m,2013-12-07,certain,conversation,na,all,English,medium,punctual,1603,yes,kaka1265
kaka1265_T010,doreco_kaka1265_kke-c_2013-12-20_carpentry-talk,AmaM/NbeK,40/30,approximate,m/m,2013-12-20,certain,conversation,na,all,English,bad,constant,1435,yes,kaka1265
kaka1265_T011,doreco_kaka1265_kke-c_2013-12-20_KP_mosque-03,MamJ/AmaM,50/40,approximate,m/m,2013-12-20,certain,conversation,na,all,English,medium,punctual,2589,yes,kaka1265
kaka1265_T012,doreco_kaka1265_kke-c_2013-12-20_KP_mosque-04,AmaM/AlaK,40/50,approximate,m/m,2013-12-20,certain,conversation,na,all,English,medium,punctual,1822,yes,kaka1265
kaka1265_T013,doreco_kaka1265_kke-c_2013-12-20_KP_mosque-06,AmaM/NumK,40/60,approximate,m/f,2013-12-20,certain,conversation,na,all,English,medium,punctual,2200,yes,kaka1265
kaka1265_T014,doreco_kaka1265_kke-c_2013-12-21_labiko-1,SuIK/BeIS,45/60,approximate,m/m,2013-12-21,certain,conversation,na,all,English,medium,punctual,3225,yes,kaka1265
kaka1265_T015,doreco_kaka1265_kke-c_2013-12-21_labiko-smithy,SarK/BeIS,60/60,approximate,m/m,2013-12-21,certain,conversation,na,all,English,medium,punctual,1670,yes,kaka1265
kaka1265_T023,doreco_kaka1265_kke-n_2013-12-22_SN-talk,SanK/PenK,55/50,approximate,m/f,2013-12-22,certain,conversation,na,all,English,medium,none,4860,yes,kaka1265
kama1351_T001,doreco_kama1351_PKZ_196X_Alenushka_continuation_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,80,yes,kama1351
kama1351_T002,doreco_kama1351_PKZ_196X_AfterChase_nar,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,18,yes,kama1351
kama1351_T003,doreco_kama1351_PKZ_196X_Alenushka_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,129,yes,kama1351
kama1351_T004,doreco_kama1351_PKZ_196X_Alenushka2_continuation_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,162,yes,kama1351
kama1351_T005,doreco_kama1351_PKZ_196X_AngryLady_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,202,yes,kama1351
kama1351_T006,doreco_kama1351_PKZ_196X_AxePorridge_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,77,yes,kama1351
kama1351_T007,doreco_kama1351_PKZ_196X_BearLeek_nar,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,32,yes,kama1351
kama1351_T008,doreco_kama1351_PKZ_196X_BearMeat_nar,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,21,yes,kama1351
kama1351_T009,doreco_kama1351_PKZ_196X_BearWoodenFoot_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,147,yes,kama1351
kama1351_T010,doreco_kama1351_PKZ_196X_BirdBringsFish_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,158,yes,kama1351
kama1351_T011,doreco_kama1351_PKZ_196X_BlacksmithAndMerchant_cont_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,40,yes,kama1351
kama1351_T012,doreco_kama1351_PKZ_196X_BlacksmithAndMerchant_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,92,yes,kama1351
kama1351_T013,doreco_kama1351_PKZ_196X_Branch_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,46,yes,kama1351
kama1351_T014,doreco_kama1351_PKZ_196X_Bread_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,42,yes,kama1351
kama1351_T015,doreco_kama1351_PKZ_196X_BrushingHair_nar,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,10,yes,kama1351
kama1351_T016,doreco_kama1351_PKZ_196X_CatMouse_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,30,yes,kama1351
